UID,name,address,city,state,zip,latitude,longitude,,,,,,,,,,,
,Balaji Foods,225 N California Ave,,CA,91744,34.032809,-117.968106,(626) 333-6419,12:00 AM - 1:00 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:00 AM,12:00 AM - 1:00 AM,PST,Factual,
,Balance + Tune Up Protein Pudding,12939 Bonaparte Ave Unit #19,Los Angeles,CA,90066,33.9856,-118.43,,,,,,,,,PST,LACity,
,Balboa Market,7613 Balboa Blvd,,CA,91406,34.209015,-118.501219,(818) 780-8237,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,PST,Factual,
,Balcom's Mkt,600 N Poplar Ave,,CA,90640,34.017477,-118.096812,(323) 721-3172,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Balcoms Southside Market,600 S Montebello Blvd,,CA,90640,34.001695,-118.111094,(323) 728-4898,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Baldwin Market,3846 Baldwin Ave,,CA,91731,34.077981,-118.052999,(626) 350-3075,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Balian's Market,12251 W Sunset Blvd,,CA,90049,34.023673,-118.446399,(310) 450-5098,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Baltic Bakery,2331 S Alma St,San Pedro,CA,90731,33.7231,-118.3,,,,,,,,,PST,LACity,
,Banchan Chosum,356 S Western Ave #106,Los Angeles,CA,90020,34.0679,-118.31,,,,,,,,,PST,LACity,
,Banderas Market,10236 Long Beach Blvd,,CA,90262,33.94205,-118.215,(323) 569-3405,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,
,Bandini Market,2313 S Atlantic Blvd,Commerce,CA,90040,34.004728,-118.165388,(323) 262-8711,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/bandini-market-commerce
,Bang Luck Market,5170 Hollywood Blvd,Los Angeles,CA,90027,34.101611,-118.302904,(323) 660-8000,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/bangluck-market-los-angeles
,Bangkok Market,2916 Tanager Ave,,CA,90040,33.9889,-118.129717,(323) 720-4648,,,,,,,,PST,Factual,http://bangkokmarketinc.com
,Bangkok Market,4757 Melrose Ave,,CA,90029,34.083597,-118.304097,(323) 662-9705,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,http://www.bangkokmarketinc.com
,Bangla Bazar And Restaurant,4205 1/2 W 3Rd St,Los Angeles,CA,90020,34.0689,-118.31,,,,,,,,,PST,LACity,
,Bangluck Market,12980 Sherman Way,North Hollywood,CA,91605,34.200982,-118.41559,(818) 765-1088,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/bangluck-market-north-hollywood
,Bangluck Market New,7235 Reseda Blvd,Reseda,CA,91335,34.202253,-118.536462,(818) 708-0333,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,PST,Factual,https://www.yelp.com/biz/bangluck-market-new-reseda
,Baoxinglong,669 W Garvey Ave,,CA,91754,34.062571,-118.131739,(626) 872-0818,12:00 AM - 1:00 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:00 AM,12:00 AM - 1:00 AM,PST,Factual,
,Bapmart,5845 S Malt Ave,,CA,90040,33.982355,-118.146192,(213) 534-6733,,,,,,,,PST,Factual,http://bapmart.com
,Bar-Made Products Co Inc,4413 W Jefferson Blvd,Los Angeles,CA,90016,34.0255,-118.34,,,,,,,,,PST,LACity,
,Barbara Worth Market,1154 N Pacific Ave,Glendale,CA,91202,34.162924,-118.264648,(818) 243-7191,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/barbara-worth-market-glendale
,Bareleaf Tea,3410 W 5Th St Apartment #122,Los Angeles,CA,90020,,,,,,,,,,,PST,LACity,
,Bargain 2000,1615 Pacific Coast Hwy,,CA,90710,33.789619,-118.304769,(310) 534-5339,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Bargain City,8531 Artesia Blvd,Bellflower,CA,90706,33.874844,-118.150348,(562) 790-8606,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,PST,Factual,https://www.yelp.com/biz/bargain-city-bellflower
,Bargain City,8666 W Pico Blvd,Los Angeles,CA,90035,34.054185,-118.380887,(310) 652-2367,,,,,,,,PST,Factual,https://www.yelp.com/biz/bargain-city-los-angeles
,Bargain Mart,40187 170Th St E,Palmdale,CA,93591,34.611424,-117.827124,(661) 264-6443,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,PST,Factual,https://www.yelp.com/biz/bargain-mart-palmdale
,Barreras Meat,6850 E Washington Blvd,Commerce,CA,90040,33.999631,-118.130383,(323) 838-7676,,,,,,,,PST,Factual,
,Barreras Meat,6850 E Washington Blvd,Los Angeles,CA,90040,33.99885,-118.13,(323) 838-7676,,,,,,,,PST,Yelp,https://www.yelp.com/biz/barreras-meat-los-angeles
,Barseca Enterprises Inc,4215 Ascot Ave,Los Angeles,CA,90011,34.0065,-118.25,,,,,,,,,PST,LACity,
,Basha Market,20802 E Arrow Hwy,Covina,CA,91724,34.106411,-117.847984,(626) 332-3737,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 6:00 PM,PST,Factual,http://www.bashamarket.com
,Basic Food,427 W Colorado St,,CA,91204,34.142675,-118.262161,(818) 551-9001,,,,,,,,PST,Factual,
,Basic Foods Co,2015 Pontius Ave,Los Angeles,CA,90025,,,,,,,,,,,PST,LACity,
,Bates Fish Market Number One,2206 W El Segundo Blvd,Gardena,CA,90249,33.91639,-118.318,(310) 516-1267,,,,,,,,PST,Yelp,https://www.yelp.com/biz/bates-fish-market-number-one-gardena-2
,Batter Up Cake Shop,2815 Manhattan Beach Blvd,,CA,90249,33.889161,-118.323252,(310) 200-5126,,,,,,,,PST,Factual,http://www.batterupcakeshop.weebly.com/
,Baumco Products,9626 Lurline Ave #G,Chatsworth,CA,91311,34.2449,-118.58,,,,,,,,,PST,LACity,
,Bavette Meat And Provisions,7921 Alverstone Ave Apartment #1,Los Angeles,CA,90045,,,,,,,,,,,PST,LACity,
,Bay Area Warehouse Stores,1100 W Artesia Blvd,Compton,CA,90220,33.872563,-118.241126,(310) 884-9000,,,,,,,,PST,Factual,
,Bay Area Warehouse Stores,1100 W Artesia Blvd,,CA,90220,33.872563,-118.241126,(310) 884-9000,,,,,,,,PST,Factual,
,Bay City Seafood Supermarket,11618 S St,Artesia,CA,90701,33.8575,-118.087,(562) 865-0988,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,PST,Yelp,https://www.yelp.com/biz/bay-city-seafood-supermarket-artesia-2
,Bay Market,22 Washington Blvd,Marina Del Rey,CA,90292,33.979324,-118.466097,(310) 823-1183,12:00 AM - 2:00 AM,12:00 AM - 2:00 AM,12:00 AM - 2:00 AM,12:00 AM - 2:00 AM,12:00 AM - 2:00 AM,12:00 AM - 2:00 AM,12:00 AM - 2:00 AM,PST,Factual,https://www.yelp.com/biz/bay-market-marina-del-rey
,Bay Valley Foods,17380 Railroad St,,CA,91748,34.001556,-117.926633,(626) 912-1671,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,,,PST,Factual,http://bayvalleyfoods.com
,Bayon Market,1181 E 10Th St,,CA,90813,33.779074,-118.176722,(562) 599-3120,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Bazaar,18807 Pioneer Blvd,,CA,90701,33.859677,-118.082267,(562) 860-7900,,,,,,,,PST,Factual,
,Bazaar,18807 Pioneer Blvd,Artesia,CA,90701,33.85968,-118.082,(562) 860-7900,,,,,,,,PST,Yelp,https://www.yelp.com/biz/bazaar-artesia
,Bazaar Tobacco And Headshop,1779 Westwood Blvd Unit #B,Los Angeles,CA,90024,34.0503,-118.44,,,,,,,,,PST,LACity,
,Bbb Market,7129 Perry Rd,,CA,90201,33.966507,-118.147945,(562) 927-8118,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Bbq & Kabob Factory,13670 Oxnard St,Van Nuys,CA,91401,34.17912,-118.431,(818) 781-1282,8:00 AM to 7:30 PM,8:00 AM to 7:30 PM,8:00 AM to 7:30 PM,8:00 AM to 7:30 PM,8:00 AM to 7:30 PM,8:00 AM to 7:30 PM,8:00 AM to 7:30 PM,PST,Yelp,https://www.yelp.com/biz/bbq-and-kabob-factory-van-nuys-2
,Bcnf Enterprises Inc,1200 N Spring St,Los Angeles,CA,90012,34.0634,-118.24,,,,,,,,,PST,LACity,
,Be My Guest Inc,701 Lincoln Blvd,Venice,CA,90291,33.9997,-118.46,,,,,,,,,PST,LACity,
,Bea Nice,242 N Ave 25 #231,Los Angeles,CA,90031,,,,,,,,,,,PST,LACity,
,Beach City Center Solutions,748 N Fries Ave,,CA,90744,33.779484,-118.264851,(310) 816-0909,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,10:00 AM - 8:00 PM,PST,Factual,
,Beach Food Mart,1601 Ocean Front Walk,Venice,CA,90291,33.986653,-118.473456,(310) 392-2319,,,,,,,,PST,Factual,
,Beach Grocery Co.,1700 W Magnolia Blvd,,CA,91506,34.174369,-118.326614,(818) 841-3016,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,PST,Factual,http://beachgrocery.com/
,Beach Grocery Co.,7900 Imperial Hwy,,CA,90242,33.925206,-118.154507,(562) 923-6139,,,,,,,,PST,Factual,
,Beach House Market,1101 Ocean Front Walk,Venice,CA,90291,33.98938,-118.476,(310) 314-7708,,,,,,,,PST,Yelp,https://www.yelp.com/biz/beach-house-market-venice
,Beach's Mkt,7900 Imperial Hwy,Downey,CA,90242,33.924763,-118.153797,(562) 923-1719,7:00 AM to 10:00 PM,7:00 AM to 10:00 PM,7:00 AM to 10:00 PM,7:00 AM to 10:00 PM,7:00 AM to 10:00 PM,7:00 AM to 10:00 PM,7:00 AM to 10:00 PM,PST,Factual,https://www.yelp.com/biz/vallarta-supermarkets-downey-2
,Beach's Mkt,8235 Garvey Ave,,CA,91770,34.06307,-118.08893,(626) 280-5607,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Beachwood Mkt,2701 Belden Dr,Los Angeles,CA,90068,34.120026,-118.321417,(323) 464-7154,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,8:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,10:00 AM - 9:00 PM,PST,Factual,http://www.beachwoodcafe.com/
,Bean Butter,10035 Alondra Blvd,,CA,90706,33.889458,-118.121071,(562) 866-6451,,,,,,,,PST,Factual,
,Beatriz Arechiga,5962 S Vermont Ave,Los Angeles,CA,90044,33.9861,-118.29,,,,,,,,,PST,LACity,
,Beatriz Zamora,547 W 43Rd St,Los Angeles,CA,90037,34.0054,-118.28,,,,,,,,,PST,LACity,
,Beauty & The City Inc,930 Santee St #6,Los Angeles,CA,90015,,,,,,,,,,,PST,LACity,
,Becca Biscotti,932 Wilcox Ave #8,Los Angeles,CA,90038,34.0876,-118.33,,,,,,,,,PST,LACity,
,Bee Bee Food Co,644 Gladys Ave,Los Angeles,CA,90021,34.0395,-118.24,,,,,,,,,PST,LACity,
,Beethoven Market,12904 Palms Blvd,Los Angeles,CA,90066,34.006168,-118.44636,(310) 397-2710,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 11:00 PM,8:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/beethoven-market-los-angeles
,Beethoven Market,12904 Palms Blvd,Los Angeles,CA,90066,34.006168,-118.44636,(310) 397-2710,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 11:00 PM,8:00 AM - 9:00 PM,PST,Factual,
,Bega Trading Co,3850 Wilshire Blvd #213,Los Angeles,CA,90010,34.0616,-118.31,,,,,,,,,PST,LACity,
,Bel Air Foods,2323 Roscomare Rd,Bel Air,CA,90077,34.116244,-118.464176,(310) 472-5010,7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,9:00 AM - 8:00 PM,9:00 AM - 7:00 PM,PST,Factual,http://belairfoods.com
,Bela & Delle Mini Market,1714 W Compton Blvd,,CA,90220,33.895649,-118.250105,(310) 604-8827,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,PST,Factual,
,Belen Mini Market,4314 Ascot Ave,Los Angeles,CA,90011,34.005373,-118.249693,(323) 231-0241,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Belen Mini Market,4314 Ascot Ave,,CA,90011,34.005373,-118.249693,(323) 231-0241,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Beljour Fine Food Company,25876 The Old Rd,,CA,91381,34.391477,-118.573231,(661) 259-9322,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,PST,Factual,
,Bell Market,1838 E 83Rd St,,CA,90001,33.962456,-118.239264,(323) 587-7843,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Bellamente Catering,24152 Lyons Ave,,CA,91321,34.378669,-118.557423,(661) 373-0151,,,,,,,,PST,Factual,http://www.BellaTerraRealty.com
,Belle Porte Mini Mart,25305 Belle Porte Ave,Harbor City,CA,90710,33.794585,-118.301209,(310) 326-2392,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,PST,Factual,https://www.yelp.com/biz/belle-porte-mini-mart-harbor-city
,Belmont Height's Market,301 Loma Ave,,CA,90814,33.768189,-118.150363,(562) 438-9180,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,PST,Factual,
,Belmont Heights Market,3500 E Broadway,Long Beach,CA,90803,33.764366,-118.151024,(562) 856-5384,7:30 AM - 11:30 PM,7:30 AM - 11:30 PM,7:30 AM - 11:30 PM,7:30 AM - 11:30 PM,7:30 AM - 11:59 PM,#VALUE!,#VALUE!,PST,Factual,http://www.dogzbarandgrill.com/
,Bembi's Market,2528 S Grand Ave,Los Angeles,CA,90007,34.026613,-118.272019,(213) 746-8502,,,,,,,,PST,Factual,
,Ben's Corner,710 W Ave L,Lancaster,CA,93534,34.65937,-118.144,(661) 942-4509,9:00 AM to 8:00 PM,9:00 AM to 8:00 PM,9:00 AM to 8:00 PM,9:00 AM to 8:00 PM,9:00 AM to 8:00 PM,9:00 AM to 8:00 PM,9:00 AM to 6:00 PM,PST,Yelp,https://www.yelp.com/biz/bens-corner-lancaster
,Ben's Discount Store,1400 E 51St St,,CA,90011,33.996462,-118.250044,(323) 234-9390,,,,,,,,PST,Factual,
,Ben's Market,1463 W 3Rd St,,CA,90017,34.059258,-118.263727,(213) 481-2717,,,,,,,,PST,Factual,
,Ben's Market,2424 W 6Th St,Los Angeles,CA,90057,34.061409,-118.279203,(213) 383-3148,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Ben's Mini Market,14131 Vanowen St,Van Nuys,CA,91405,34.1939,-118.44,,,,,,,,,PST,LACity,
,Beni Kosher Market,6003 Fallbrook Ave,Woodland Hills,CA,91367,34.179302,-118.623415,(818) 347-8002,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 6:00 PM,PST,Factual,
,Beni Kosher Market,6003 Fallbrook Ave,Los Angeles,CA,91367,34.17946,-118.624,(818) 347-8002,,,,,,,,PST,Yelp,https://www.yelp.com/biz/beni-kosher-market-los-angeles
,Benny Market,2808 W 8Th St,Los Angeles,CA,90005,34.057644,-118.287083,(213) 380-6454,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Benny Market,2808 W 8Th St,Los Angeles,CA,90005,34.05745,-118.287,(213) 380-6454,,,,,,,,PST,Yelp,https://www.yelp.com/biz/benny-market-los-angeles
,Benny Market,2808 W 8Th St,,CA,90005,34.057644,-118.287083,(213) 380-6454,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Benny Produce,9176 W Pico Blvd,Los Angeles,CA,90035,34.054987,-118.391547,(310) 278-6355,,,,,,,,PST,Factual,https://www.yelp.com/biz/benny-produce-los-angeles
,Benny's Market,803 Sartori Ave,,CA,90501,33.838602,-118.319753,(310) 328-0177,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,http://www.bcontreras.com
,Bens Mini Market,14131 Vanowen St,Van Nuys,CA,91405,34.193997,-118.440821,(818) 902-1958,,,,,,,,PST,Factual,
,Berberoam Emterprises,18135 Sherman Way,Reseda,CA,91335,34.20163,-118.528594,(818) 609-8405,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,PST,Factual,http://www.jonsmarketplace.com/
,Berendo Dollar,310 S Berendo St,,CA,90020,34.068688,-118.293951,(213) 252-7204,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Bernals Mini Mart,5599 Riverside Dr,,CA,91710,34.019019,-117.682909,(909) 591-4109,,,,,,,,PST,Factual,
,Bernarda's Market,6687 Santa Monica Blvd,Los Angeles,CA,90038,34.090885,-118.336005,(323) 467-7240,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,,PST,Factual,https://www.yelp.com/biz/bernardas-market-los-angeles
,Bernardo's Market,5902 S Central Ave,,CA,90001,33.986934,-118.25637,(323) 231-1791,,,,,,,,PST,Factual,
,Berryland International- Inc.,1458 S San Pedro St #L-22,Los Angeles,CA,90015,34.0304,-118.26,,,,,,,,,PST,LACity,
,Bers Mikhelson,5243 Yarmouth Ave #40,Encino,CA,91316,34.166,-118.52,,,,,,,,,PST,LACity,
,Bert's Mkt,3217 Honolulu Ave,,CA,91214,34.221019,-118.249237,(818) 249-3988,,,,,,,,PST,Factual,
,Best American Foods,108 W Walnut St,Gardena,CA,90248,33.87465,-118.27681,(310) 352-4405,,,,,,,,PST,Factual,http://mybestamericanfoods.com
,Best American Foods,500 W 140Th St,,CA,90248,33.904505,-118.282851,(310) 352-4405,,,,,,,,PST,Factual,http://mybestamericanfoods.com
,Best Bargain,11122 E Washington Blvd,Santa Fe Springs,CA,90670,33.97219,-118.073,(562) 908-3028,,,,,,,,PST,Yelp,https://www.yelp.com/biz/best-bargain-santa-fe-springs
,Best Bargain,209 W Arbor Vitae St,Inglewood,CA,90301,33.952875,-118.358385,(310) 671-3950,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,PST,Factual,http://www.skmarketinc.com/
,Best Bargain,4163 S Broadway,Los Angeles,CA,90037,34.007626,-118.278236,(323) 231-3166,,,,,,,,PST,Factual,https://www.yelp.com/biz/best-bargain-los-angeles
,Best Big Bargain,1774 W Adams Blvd,Los Angeles,CA,90018,34.032569,-118.302505,(323) 734-3388,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,PST,Factual,https://www.yelp.com/biz/best-big-bargain-los-angeles-2
,Best Big Bargain,2761 W Pico Blvd,,CA,90006,34.047391,-118.299154,(323) 735-2571,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Best Buy Foods,2250 W Pico Blvd,,CA,90006,34.047056,-118.28564,(213) 387-7295,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Best Buy Foods,3434 E 4Th St,,CA,90063,34.033382,-118.195914,(213) 387-7295,,,,,,,,PST,Factual,
,Best Dollar Store,43743 15Th St W,Lancaster,CA,93534,34.67729,-118.158,(661) 951-8333,,,,,,,,PST,Yelp,https://www.yelp.com/biz/best-dollar-store-lancaster
,Best Food Market,5425 Long Beach Blvd,,CA,90805,33.854798,-118.196983,(562) 423-0144,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Best Food Market,7922 Rosecrans Ave,Paramount,CA,90723,33.90357,-118.16145,(562) 529-2508,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,PST,Factual,https://www.yelp.com/biz/best-food-market-paramount
,Best Food Mart,210 N Western Ave,,CA,90004,34.075396,-118.309149,(323) 464-9292,,,,,,,,PST,Factual,
,Best Grocery Wholesale,1235 E Olympic Blvd,Los Angeles,CA,90021,34.032919,-118.244897,(213) 689-8721,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,,PST,Factual,
,Best International Trading Inc,519 Gladys Ave,Los Angeles,CA,90013,34.0417,-118.24,,,,,,,,,PST,LACity,
,Best Market,2444 E 4Th St,,CA,90814,33.771611,-118.162118,(562) 439-0444,,,,,,,,PST,Factual,
,Best Market,4275 S Hoover St,Los Angeles,CA,90037,34.00569,-118.287248,(323) 231-1615,,,,,,,,PST,Factual,
,Best Market,453 S San Pedro St,Los Angeles,CA,90013,34.044518,-118.243806,(213) 689-1434,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
